activities_q1,eventropy_k_block_ratio_3,log,n_unique_start_activities,ratio_top_5_variants,skewness_variant_occurrence,start_activities_q1,target_similarity,trace_len_kurtosis_hist,trace_len_variance
161.5,1.949,genEL17065_12727_194_nan_nan_959_nan_nan_nan,,,8.664992331226573,,0.9945289117844113,,
2720.0,1.75,genEL17066_12727_194_nan_nan_1161_nan_nan_nan,,,11.635134080758544,,0.9778765606110768,,
4395.0,1.747,genEL17067_12727_194_nan_nan_1362_nan_nan_nan,,,13.645762420977519,,0.9692803049274665,,
161.5,1.949,genEL17068_12727_194_nan_nan_1563_nan_nan_nan,,,8.664992331226573,,0.9626874863007274,,
2384.0,1.577,genEL17069_12727_194_nan_nan_1765_nan_nan_nan,,,17.756136237238923,,0.971034399857559,,
4395.0,,genEL1706_10_nan_nan_nan_1362_nan_nan_13878,,,13.645762420977519,,0.9766382787058915,,9.1875
4780.0,,genEL1706_12727_nan_nan_nan_nan_nan_97_13878,,,,,0.975194050534266,-1.8333333333333333,9.1875
,0.65,genEL1706_nan_00_nan_nan_nan_27906_nan_2776,,,,4448.5,0.9600927772699711,,4.253546278933178
,3.261,genEL1706_nan_194_nan_069_nan_nan_97_nan,,0.05,,,0.7202721743213119,5.1111111111111125,
,,genEL1706_nan_nan_110_046_1765_nan_nan_nan,10.0,0.015723392929017515,53.41772522344795,,0.65991413253438,,
,,genEL1706_nan_nan_322_00_nan_7052_nan_nan,4.0,0.1018898931799507,,70.75,0.9650212817132351,,
,,genEL1706_nan_nan_989_031_nan_7052_nan_nan,4.0,0.1018898931799507,,70.75,0.9267838715372737,,
,,genEL1706_nan_nan_nan_023_1966_20955_nan_nan,,0.03731343283582089,1.6991441710542114,43.5,0.8394069501117485,,
,,genEL1706_nan_nan_nan_nan_nan_27906_-097_00,,,,535.0,0.9993374333792067,-1.8333333333333333,9.1875
6224.0,1.955,genEL17070_12727_194_nan_nan_1966_nan_nan_nan,,,19.619258277428337,,0.9683169886819375,,
6.25,1.716,genEL17071_12727_194_nan_nan_nan_10_nan_nan,,,,2.0,0.9888854576379533,,
130.0,2.232,genEL17072_12727_194_nan_nan_nan_3576_nan_nan,,,,19.0,0.9862594319646093,,
363.0,1.253,genEL17073_12727_194_nan_nan_nan_7052_nan_nan,,,,70.75,0.966601804382808,,
1080.0,1.994,genEL17074_12727_194_nan_nan_nan_10527_nan_nan,,,,116.0,0.9926369528542515,,
3570.0,2.304,genEL17075_12727_194_nan_nan_nan_14003_nan_nan,,,,137.25,0.9655561492389593,,
1796.0,2.177,genEL17076_12727_194_nan_nan_nan_17479_nan_nan,,,,188.5,0.9804378400788842,,
1796.0,2.177,genEL17077_12727_194_nan_nan_nan_20955_nan_nan,,,,188.5,0.9804215689946404,,
477.0,1.972,genEL17078_12727_194_nan_nan_nan_2443_nan_nan,,,,241.25,0.9967282154476504,,
1413.0,1.872,genEL17079_12727_194_nan_nan_nan_27906_nan_nan,,,,261.25,0.9902845386190423,,
4395.0,,genEL1707_10_nan_nan_nan_1362_nan_nan_16654,,,13.645762420977519,,0.9764126860843955,,9.1875
4780.0,,genEL1707_12727_nan_nan_nan_nan_nan_97_16654,,,,,0.97496845791277,-1.8333333333333333,9.1875
,0.65,genEL1707_nan_00_nan_nan_nan_27906_nan_5551,,,,4448.5,0.9598672659138286,,4.253546278933178
,3.261,genEL1707_nan_194_nan_069_nan_nan_1148_nan,,0.05,,,0.7202298167261192,5.1111111111111125,
,,genEL1707_nan_nan_110_046_1966_nan_nan_nan,10.0,0.015723392929017515,53.41772522344795,,0.6705103684983214,,
,,genEL1707_nan_nan_322_00_nan_10527_nan_nan,5.0,0.12596153846153846,,104.0,0.9564188005698606,,
,,genEL1707_nan_nan_989_031_nan_10527_nan_nan,13.0,0.07861656820991894,,107.0,0.9200113141417043,,
,,genEL1707_nan_nan_nan_023_1966_2443_nan_nan,,0.03731343283582089,1.6991441710542114,43.5,0.8393299173900217,,
,,genEL1707_nan_nan_nan_nan_nan_27906_-097_2776,,,,317.75,0.9997427589037391,-1.8333333333333333,9.1875
1088.75,2.618,genEL17080_12727_194_nan_nan_nan_31382_nan_nan,,,,325.5,0.9633361221106301,,
161.5,1.949,genEL17081_12727_194_nan_nan_nan_nan_-097_nan,,,,,0.9992611729631288,5.08791150891588,
315.0,2.504,genEL17082_12727_194_nan_nan_nan_nan_081_nan,,,,,0.9726091532272946,0.8899317803205178,
161.5,1.949,genEL17083_12727_194_nan_nan_nan_nan_259_nan,,,,,0.9993458881535142,5.08791150891588,
1498.0,2.006,genEL17084_12727_194_nan_nan_nan_nan_437_nan,,,,,0.9899888354452409,4.371091915743522,
4780.0,3.261,genEL17085_12727_194_nan_nan_nan_nan_615_nan,,,,,0.914565366779083,5.1111111111111125,
4780.0,3.261,genEL17086_12727_194_nan_nan_nan_nan_792_nan,,,,,0.9145232471479081,5.1111111111111125,
4780.0,3.261,genEL17087_12727_194_nan_nan_nan_nan_97_nan,,,,,0.9144808895527153,5.1111111111111125,
4780.0,3.261,genEL17088_12727_194_nan_nan_nan_nan_1148_nan,,,,,0.9144385319575227,5.1111111111111125,
4780.0,3.261,genEL17089_12727_194_nan_nan_nan_nan_1326_nan,,,,,0.9143961743623299,5.1111111111111125,
4395.0,,genEL1708_10_nan_nan_nan_1362_nan_nan_1943,,,13.645762420977519,,0.9761870934628994,,9.1875
4780.0,,genEL1708_12727_nan_nan_nan_nan_nan_97_1943,,,,,0.9747428652912741,-1.8333333333333333,9.1875
,3.261,genEL1708_nan_194_nan_069_nan_nan_1326_nan,,0.05,,,0.7201874591309265,5.1111111111111125,
,,genEL1708_nan_nan_110_046_nan_10_nan_nan,11.0,0.03169830770552358,,4.5,0.8543113935893933,,
,,genEL1708_nan_nan_322_00_nan_14003_nan_nan,3.0,0.0,,2279.5,0.9951665302146598,,
,,genEL1708_nan_nan_989_031_nan_14003_nan_nan,2.0,0.027985074626865673,,44.0,0.9006087291762407,,
,,genEL1708_nan_nan_nan_023_1966_27906_nan_nan,,0.03731343283582089,1.6991441710542114,43.5,0.8392528625006053,,
,,genEL1708_nan_nan_nan_nan_nan_27906_-097_5551,,,,102.25,0.9992110674173836,-1.8333333333333333,9.1875
4780.0,3.261,genEL17090_12727_194_nan_nan_nan_nan_1504_nan,,,,,0.9143538167671371,5.1111111111111125,
4780.0,3.261,genEL17091_12727_194_nan_nan_nan_nan_nan_00,,,,,0.9145900885965019,,0.0
232.0,1.945,genEL17092_12727_194_nan_nan_nan_nan_nan_2776,,,,,0.9992287555893927,,28.787474391145995
187.0,1.941,genEL17093_12727_194_nan_nan_nan_nan_nan_5551,,,,,0.9995975141300202,,62.179162326388884
127.0,1.932,genEL17094_12727_194_nan_nan_nan_nan_nan_8327,,,,,0.9991146405605124,,20.643264920206573
1498.0,2.006,genEL17095_12727_194_nan_nan_nan_nan_nan_11103,,,,,0.9898484772000368,,93.7552054274413
132.5,1.954,genEL17096_12727_194_nan_nan_nan_nan_nan_13878,,,,,0.9989172564710531,,89.55857814824967
2865.5,1.901,genEL17097_12727_194_nan_nan_nan_nan_nan_16654,,,,,0.9843058596353675,,160.60653217175943
3916.0,2.672,genEL17098_12727_194_nan_nan_nan_nan_nan_1943,,,,,0.9464926818356836,,185.56719848081661
3947.0,2.287,genEL17099_12727_194_nan_nan_nan_nan_nan_22205,,,,,0.9644189266473463,,226.7244786572502
3947.0,,genEL1709_10_nan_nan_nan_1362_nan_nan_22205,,,22.779334429765022,,0.9300722638305425,,9.1875
4780.0,,genEL1709_12727_nan_nan_nan_nan_nan_97_22205,,,,,0.9745173539351316,-1.8333333333333333,9.1875
,2.287,genEL1709_nan_00_nan_nan_nan_27906_nan_24981,,,,132.75,0.8922681811205494,,226.7244786572502
,3.261,genEL1709_nan_194_nan_069_nan_nan_1504_nan,,0.05,,,0.7201451015357336,5.1111111111111125,
,,genEL1709_nan_nan_110_046_nan_3576_nan_nan,9.0,0.02264901675721172,,36.0,0.8504155476295131,,
,,genEL1709_nan_nan_322_00_nan_17479_nan_nan,3.0,0.0,,2433.5,0.9949022026826109,,
,,genEL1709_nan_nan_989_031_nan_17479_nan_nan,10.0,0.015723392929017515,,137.25,0.8997773189171424,,
,,genEL1709_nan_nan_nan_023_1966_31382_nan_nan,,0.03731343283582089,1.6991441710542114,43.5,0.8391758076111887,,
,,genEL1709_nan_nan_nan_nan_nan_27906_-097_8327,,,,261.25,0.9993379410622059,-1.8333333333333333,9.1875
1753.0,1.025,genEL170_10_097_nan_nan_nan_nan_1504_nan,,,,,0.9883352945083774,4.730541055127074,
1413.0,1.872,genEL170_12727_388_nan_nan_nan_nan_1504_nan,,,,,0.8991355431075636,5.090388120801711,
143.0,,genEL170_12727_nan_nan_nan_355_20955_nan_nan,,,4.058515289984736,71.75,0.9969343831921013,,
38.0,,genEL170_3257_nan_nan_069_nan_nan_nan_nan,,0.021544715447154472,,,0.658910284564789,,
76.75,2.005,genEL170_7992_194_878_nan_nan_nan_nan_nan,8.0,,,,0.9966148703871294,,
,1.025,genEL170_nan_097_nan_nan_nan_nan_259_nan,,,,,0.9960558023950191,4.730541055127074,
,2.605,genEL170_nan_34_110_nan_nan_nan_97_nan,11.0,,,,0.9626178118091526,5.0463751388234055,
,,genEL170_nan_nan_878_00_nan_nan_1148_nan,3.0,0.0029411764705882353,,,0.996298301961878,-1.8333333333333333,
,,genEL170_nan_nan_878_nan_nan_nan_615_nan,3.0,,,,0.9963861846006042,5.1111111111111125,
,,genEL170_nan_nan_nan_nan_1362_3576_nan_16654,,,13.645762420977519,1779.25,0.9947205415334037,,9.1875
6960.75,2.091,genEL17100_12727_194_nan_nan_nan_nan_nan_24981,,,,,0.9583672195031125,,241.09722590460018
103.0,1.934,genEL17101_12727_243_10_nan_nan_nan_nan_nan,2.0,,,,0.9762113553776183,,
78.0,2.453,genEL17102_12727_243_211_nan_nan_nan_nan_nan,2.0,,,,0.9986277033152876,,
113.0,2.436,genEL17103_12727_243_322_nan_nan_nan_nan_nan,2.0,,,,0.9991433971998909,,
124.0,1.18,genEL17104_12727_243_433_nan_nan_nan_nan_nan,16.0,,,,0.9365662359594467,,
154.0,2.439,genEL17105_12727_243_544_nan_nan_nan_nan_nan,14.0,,,,0.9959118224267203,,
796.0,2.363,genEL17106_12727_243_656_nan_nan_nan_nan_nan,7.0,,,,0.99330285615587,,
161.5,1.949,genEL17107_12727_243_767_nan_nan_nan_nan_nan,8.0,,,,0.9771407332740685,,
136.25,2.216,genEL17108_12727_243_878_nan_nan_nan_nan_nan,10.0,,,,0.989418567642023,,
125.5,2.43,genEL17109_12727_243_989_nan_nan_nan_nan_nan,11.0,,,,0.9995331475277052,,
4395.0,,genEL1710_10_nan_nan_nan_1362_nan_nan_24981,,,13.645762420977519,,0.9757359894852611,,9.1875
4780.0,,genEL1710_12727_nan_nan_nan_nan_nan_97_24981,,,,,0.9742917613136357,-1.8333333333333333,9.1875
,1.286,genEL1710_nan_00_nan_nan_nan_nan_-097_00,,,,,0.9395646210193953,5.111111111111109,0.0
,1.994,genEL1710_nan_194_nan_069_nan_nan_nan_8327,,0.6894687353079455,,,0.9971946830272652,,71.82980773757777
,,genEL1710_nan_nan_110_046_nan_7052_nan_nan,4.0,0.1018898931799507,,70.75,0.8753055425819292,,
,,genEL1710_nan_nan_322_00_nan_20955_nan_nan,10.0,0.0,,83.5,0.9969235465682913,,
,,genEL1710_nan_nan_989_031_nan_20955_nan_nan,10.0,0.015723392929017515,,137.25,0.899700264027726,,
,,genEL1710_nan_nan_nan_023_1966_nan_-097_nan,,0.061015831134564644,9.05436582714667,,0.8865914979409637,-1.8333333333333333,
,,genEL1710_nan_nan_nan_nan_nan_27906_-097_11103,,,,261.25,0.99911234844071,-1.8333333333333333,9.1875
118.0,2.411,genEL17110_12727_243_110_nan_nan_nan_nan_nan,11.0,,,,0.9990624580352726,,
128.0,2.732,genEL17111_12727_243_nan_00_nan_nan_nan_nan,,0.04926108374384237,,,0.9690823833917805,,
128.0,2.399,genEL17112_12727_243_nan_008_nan_nan_nan_nan,,0.44692737430167595,,,0.8737377348721044,,
5028.0,2.352,genEL17113_12727_243_nan_015_nan_nan_nan_nan,,0.14180588703261734,,,0.9688262613093364,,
142.25,2.481,genEL17114_12727_243_nan_023_nan_nan_nan_nan,,0.4879356568364611,,,0.9098001935131521,,
54.5,1.147,genEL17115_12727_243_nan_031_nan_nan_nan_nan,,0.20833333333333334,,,0.9049022695743829,,
54.5,1.147,genEL17116_12727_243_nan_038_nan_nan_nan_nan,,0.20833333333333334,,,0.8810927457648591,,
518.5,2.429,genEL17117_12727_243_nan_046_nan_nan_nan_nan,,0.7566457225712905,,,0.8970790079416812,,
127.0,1.681,genEL17118_12727_243_nan_054_nan_nan_nan_nan,,0.38835794960903564,,,0.9133048471387563,,
134.0,1.19,genEL17119_12727_243_nan_061_nan_nan_nan_nan,,0.2642407277816655,,,0.824226761347967,,
1027.0,,genEL1711_10_nan_nan_nan_1563_10_nan_nan,,,15.626774041584346,168.5,0.9944343378846978,,
4780.0,,genEL1711_12727_nan_nan_nan_nan_nan_1148_00,,,,,0.9761301684286706,-1.8333333333333333,9.1875
,2.006,genEL1711_nan_194_nan_069_nan_nan_nan_11103,,0.43991989319092123,,,0.9117041214777353,,93.7552054274413
,,genEL1711_nan_nan_110_046_nan_10527_nan_nan,11.0,0.044929285960676094,,15.5,0.8586204856701514,,
,,genEL1711_nan_nan_322_00_nan_2443_nan_nan,3.0,0.06487112655661743,,246.5,0.9778393549994941,,
,,genEL1711_nan_nan_989_031_nan_2443_nan_nan,10.0,0.015723392929017515,,137.25,0.8996232313059992,,
,,genEL1711_nan_nan_nan_023_1966_nan_081_nan,,0.23806594488188976,11.753221823901828,,0.9555109490287867,-1.8333333333333333,
,,genEL1711_nan_nan_nan_nan_nan_27906_-097_13878,,,,261.25,0.9988868370845675,-1.8333333333333333,9.1875
1080.0,1.994,genEL17120_12727_243_nan_069_nan_nan_nan_nan,,0.6894687353079455,,,0.9745709882203014,,
782.0,0.697,genEL17121_12727_243_nan_nan_154_nan_nan_nan,,,1.5855619624907005,,0.9152088746162719,,
143.0,0.73,genEL17122_12727_243_nan_nan_355_nan_nan_nan,,,4.058515289984736,,0.9175399008385691,,
3034.0,2.803,genEL17123_12727_243_nan_nan_557_nan_nan_nan,,,5.533119320847971,,0.9676506796690639,,
2629.0,1.958,genEL17124_12727_243_nan_nan_758_nan_nan_nan,,,7.374630124409407,,0.964164784529871,,
121.0,2.191,genEL17125_12727_243_nan_nan_959_nan_nan_nan,,,9.355403905076345,,0.9875267507779586,,
2720.0,1.75,genEL17126_12727_243_nan_nan_1161_nan_nan_nan,,,11.635134080758544,,0.9549042211830412,,
4395.0,1.747,genEL17127_12727_243_nan_nan_1362_nan_nan_nan,,,13.645762420977519,,0.9463079654994309,,
1027.0,1.905,genEL17128_12727_243_nan_nan_1563_nan_nan_nan,,,15.626774041584346,,0.9708296028550275,,
2384.0,1.577,genEL17129_12727_243_nan_nan_1765_nan_nan_nan,,,17.756136237238923,,0.9480620604295233,,
2002.75,,genEL1712_10_nan_nan_nan_1563_3576_nan_nan,,,54.78751895628123,34.5,0.7834670718246016,,
4780.0,,genEL1712_12727_nan_nan_nan_nan_nan_1148_2776,,,,,0.9760539008943501,-1.8333333333333333,9.1875
,2.19,genEL1712_nan_00_nan_nan_nan_nan_-097_5551,,,,,0.8972412923368986,-0.7110193256436763,45.63465882606046
,1.901,genEL1712_nan_194_nan_069_nan_nan_nan_16654,,0.41455696202531644,,,0.9044352626200828,,160.60653217175943
,,genEL1712_nan_nan_110_046_nan_14003_nan_nan,10.0,0.015723392929017515,,137.25,0.848466803927122,,
,,genEL1712_nan_nan_322_00_nan_27906_nan_nan,6.0,0.15347638288978682,,261.25,0.946610803335109,,
,,genEL1712_nan_nan_989_031_nan_27906_nan_nan,10.0,0.015723392929017515,,137.25,0.8995461764165827,,
,,genEL1712_nan_nan_nan_023_1966_nan_259_nan,,0.11663828752128436,13.619936594008662,,0.9294945752329261,-1.8333333333333333,
,,genEL1712_nan_nan_nan_nan_nan_27906_-097_16654,,,,261.25,0.9986612444630716,-1.8333333333333333,9.1875
6224.0,1.955,genEL17130_12727_243_nan_nan_1966_nan_nan_nan,,,19.619258277428337,,0.946751119014802,,
127.0,2.757,genEL17131_12727_243_nan_nan_nan_10_nan_nan,,,,12.25,0.9846431784955758,,
137.0,2.429,genEL17132_12727_243_nan_nan_nan_3576_nan_nan,,,,38.5,0.9998979447172067,,
363.0,1.253,genEL17133_12727_243_nan_nan_nan_7052_nan_nan,,,,70.75,0.9436294649547723,,
360.0,1.164,genEL17134_12727_243_nan_nan_nan_10527_nan_nan,,,,104.0,0.9394697709987492,,
315.0,2.504,genEL17135_12727_243_nan_nan_nan_14003_nan_nan,,,,419.0,0.9949649827043752,,
99.0,0.931,genEL17136_12727_243_nan_nan_nan_17479_nan_nan,,,,81.5,0.9293739373269948,,
3570.0,2.304,genEL17137_12727_243_nan_nan_nan_20955_nan_nan,,,,137.25,0.9765600328966008,,
3570.0,2.304,genEL17138_12727_243_nan_nan_nan_2443_nan_nan,,,,137.25,0.976483000174874,,
1413.0,1.872,genEL17139_12727_243_nan_nan_nan_27906_nan_nan,,,,261.25,0.9673121991910067,,
363.0,,genEL1713_10_nan_nan_nan_1563_7052_nan_nan,,,11.104539624303817,70.75,0.9743156476172687,,
4780.0,,genEL1713_12727_nan_nan_nan_nan_nan_1148_5551,,,,,0.9758283895382076,-1.8333333333333333,9.1875
,2.19,genEL1713_nan_00_nan_nan_nan_nan_-097_13878,,,,,0.8965645957377643,-0.7110193256436763,45.63465882606046
,2.672,genEL1713_nan_194_nan_069_nan_nan_nan_1943,,0.46724196661746337,,,0.8898431318482412,,185.56719848081661
,,genEL1713_nan_nan_110_046_nan_17479_nan_nan,11.0,0.044929285960676094,,15.5,0.8584663758913185,,
,,genEL1713_nan_nan_322_00_nan_31382_nan_nan,3.0,0.0,,315.0,0.9999066251367071,,
,,genEL1713_nan_nan_nan_023_1966_nan_437_nan,,0.03951313107087181,16.247516153879786,,0.9170711379078309,-1.8333333333333333,
,,genEL1713_nan_nan_nan_nan_nan_27906_-097_1943,,,,261.25,0.9984356518415756,-1.8333333333333333,9.1875
1088.75,2.618,genEL17140_12727_243_nan_nan_nan_31382_nan_nan,,,,325.5,0.9863084615386658,,
70.0,2.398,genEL17141_12727_243_nan_nan_nan_nan_-097_nan,,,,,0.998161103995382,1.1172379742267005,
770.5,2.424,genEL17142_12727_243_nan_nan_nan_nan_081_nan,,,,,0.99645979362075,0.26036719918792883,
128.0,2.053,genEL17143_12727_243_nan_nan_nan_nan_259_nan,,,,,0.9822315722682223,-1.1965969510832182,
1498.0,2.006,genEL17144_12727_243_nan_nan_nan_nan_437_nan,,,,,0.9732049629651658,4.371091915743522,
4780.0,3.261,genEL17145_12727_243_nan_nan_nan_nan_615_nan,,,,,0.9375377062071186,5.1111111111111125,
4780.0,3.261,genEL17146_12727_243_nan_nan_nan_nan_792_nan,,,,,0.9374955865759438,5.1111111111111125,
4780.0,3.261,genEL17147_12727_243_nan_nan_nan_nan_97_nan,,,,,0.937453228980751,5.1111111111111125,
4780.0,3.261,genEL17148_12727_243_nan_nan_nan_nan_1148_nan,,,,,0.9374108713855582,5.1111111111111125,
4780.0,3.261,genEL17149_12727_243_nan_nan_nan_nan_1326_nan,,,,,0.9373685137903656,5.1111111111111125,
1080.0,,genEL1714_10_nan_nan_nan_1563_10527_nan_nan,,,16.053456233533602,116.0,0.9922990621513407,,
4780.0,,genEL1714_12727_nan_nan_nan_nan_nan_1148_8327,,,,,0.9756027969167116,-1.8333333333333333,9.1875
,2.091,genEL1714_nan_00_nan_nan_nan_nan_-097_24981,,,,,0.9017655071674873,4.608399296861215,241.09722590460018
,2.287,genEL1714_nan_194_nan_069_nan_nan_nan_22205,,0.641729282369596,,,0.9672752343439275,,226.7244786572502
,,genEL1714_nan_nan_110_046_nan_20955_nan_nan,7.0,0.09157807220816896,,188.5,0.872989591115093,,
,,genEL1714_nan_nan_322_00_nan_nan_-097_nan,3.0,0.0,,,0.9998886966972106,-1.8333333333333333,
,,genEL1714_nan_nan_nan_023_1966_nan_615_nan,,0.03731343283582089,1.6991441710542114,,0.8395850699916562,-1.8333333333333333,
,,genEL1714_nan_nan_nan_nan_nan_27906_-097_22205,,,,132.75,0.9979252856727169,-1.8333333333333333,9.1875
4780.0,3.261,genEL17150_12727_243_nan_nan_nan_nan_1504_nan,,,,,0.9373261561951728,5.1111111111111125,
4780.0,3.261,genEL17151_12727_243_nan_nan_nan_nan_nan_00,,,,,0.9375624280245376,,0.0
124.0,1.983,genEL17152_12727_243_nan_nan_nan_nan_nan_2776,,,,,0.9788091989163361,,0.9465135687019739
363.0,1.253,genEL17153_12727_243_nan_nan_nan_nan_nan_5551,,,,,0.9435725701559188,,48.446146438970075
8282.0,2.36,genEL17154_12727_243_nan_nan_nan_nan_nan_8327,,,,,0.9551765900437669,,35.07224776052505
8738.0,2.037,genEL17155_12727_243_nan_nan_nan_nan_nan_11103,,,,,0.9380809814425745,,116.35271208158818
125.5,1.691,genEL17156_12727_243_nan_nan_nan_nan_nan_13878,,,,,0.9642951434228899,,9.587618827360307
2865.5,1.901,genEL17157_12727_243_nan_nan_nan_nan_nan_16654,,,,,0.9613335202073319,,160.60653217175943
8282.0,2.36,genEL17158_12727_243_nan_nan_nan_nan_nan_1943,,,,,0.9542743008231366,,35.07224776052505
3947.0,2.287,genEL17159_12727_243_nan_nan_nan_nan_nan_22205,,,,,0.9739829210214673,,226.7244786572502
1027.0,,genEL1715_10_nan_nan_nan_1563_14003_nan_nan,,,15.626774041584346,168.5,0.994742535274674,,
4780.0,,genEL1715_12727_nan_nan_nan_nan_nan_1148_11103,,,,,0.9753772042952157,-1.8333333333333333,9.1875
,1.949,genEL1715_nan_194_nan_nan_154_10_nan_nan,,,8.664992331226573,15.5,0.9619846721490459,,
,,genEL1715_nan_nan_110_046_nan_2443_nan_nan,2.0,0.061015831134564644,,159.0,0.8603891373450451,,
,,genEL1715_nan_nan_322_00_nan_nan_081_nan,3.0,0.0,,,0.9998463391020178,-1.8333333333333333,
,,genEL1715_nan_nan_nan_023_1966_nan_792_nan,,0.03731343283582089,1.6991441710542114,,0.8395429503604814,-1.8333333333333333,
,,genEL1715_nan_nan_nan_nan_nan_27906_-097_24981,,,,261.25,0.9979845478639372,-1.8333333333333333,9.1875
6960.75,2.091,genEL17160_12727_243_nan_nan_nan_nan_nan_24981,,,,,0.949553342334805,,241.09722590460018
1027.0,,genEL1716_10_nan_nan_nan_1563_17479_nan_nan,,,15.626774041584346,168.5,0.994791703210441,,
4780.0,,genEL1716_12727_nan_nan_nan_nan_nan_1148_13878,,,,,0.9751516929390732,-1.8333333333333333,9.1875
,1.744,genEL1716_nan_194_nan_nan_154_3576_nan_nan,,,1.4935378057831277,3989.0,0.9818027069644639,,
,,genEL1716_nan_nan_110_046_nan_nan_nan_8327,2.0,0.03951313107087181,,,0.8526623501236076,,9.1875
,,genEL1716_nan_nan_322_00_nan_nan_259_nan,3.0,0.14442116645265932,,,0.950681135774628,-1.8333333333333333,
,,genEL1716_nan_nan_nan_023_1966_nan_97_nan,,0.03731343283582089,1.6991441710542114,,0.8395005927652887,-1.8333333333333333,
,,genEL1716_nan_nan_nan_nan_nan_27906_081_00,,,,174.25,0.9996300960785338,-1.8333333333333333,9.1875
1027.0,,genEL1717_10_nan_nan_nan_1563_20955_nan_nan,,,15.626774041584346,168.5,0.9947146483210245,,
4780.0,,genEL1717_12727_nan_nan_nan_nan_nan_1148_16654,,,,,0.9749261003175773,-1.8333333333333333,9.1875
,1.744,genEL1717_nan_194_nan_nan_154_14003_nan_nan,,,1.4935378057831277,3989.0,0.9820338494650236,,
,,genEL1717_nan_nan_110_046_nan_nan_nan_11103,2.0,0.03910665451230629,,,0.8522985001692661,,9.1875
,,genEL1717_nan_nan_322_00_nan_nan_437_nan,2.0,0.03951313107087181,,,0.9859092421572103,-1.8333333333333333,
,,genEL1717_nan_nan_nan_023_1966_nan_1148_nan,,0.03731343283582089,1.6991441710542114,,0.8394582351700959,-1.8333333333333333,
,,genEL1717_nan_nan_nan_nan_nan_27906_081_2776,,,,261.25,0.9997466874446516,-1.8333333333333333,9.1875
1413.0,,genEL1718_10_nan_nan_nan_1563_2443_nan_nan,,,16.624757621218762,261.25,0.9875931435540061,,
4780.0,,genEL1718_12727_nan_nan_nan_nan_nan_1148_1943,,,,,0.9747005076960813,-1.8333333333333333,9.1875
,2.504,genEL1718_nan_00_nan_nan_nan_nan_081_13878,,,,,0.8815387137344612,0.8899317803205178,7.599685115957615
,1.744,genEL1718_nan_194_nan_nan_154_20955_nan_nan,,,1.4935378057831277,3989.0,0.9821879592438566,,
,,genEL1718_nan_nan_110_046_nan_nan_nan_13878,2.0,0.03910665451230629,,,0.8520729888131238,,9.1875
,,genEL1718_nan_nan_322_00_nan_nan_615_nan,3.0,0.0,,,0.9997192663164396,-1.8333333333333333,
,,genEL1718_nan_nan_nan_023_1966_nan_1326_nan,,0.03731343283582089,1.6991441710542114,,0.8394158775749032,-1.8333333333333333,
,,genEL1718_nan_nan_nan_nan_nan_27906_081_5551,,,,3338.5,0.9927785850846009,-1.8333333333333333,9.1875
2347.0,,genEL1719_10_nan_nan_nan_1563_27906_nan_nan,,,18.639514429901162,287.0,0.9722787026171283,,
4780.0,,genEL1719_12727_nan_nan_nan_nan_nan_1148_22205,,,,,0.974474996339939,-1.8333333333333333,9.1875
,1.744,genEL1719_nan_194_nan_nan_154_2443_nan_nan,,,1.4935378057831277,3989.0,0.9822649919655834,,
,,genEL1719_nan_nan_110_046_nan_nan_nan_16654,2.0,0.03910665451230629,,,0.8518473961916277,,9.1875
,,genEL1719_nan_nan_322_00_nan_nan_792_nan,3.0,0.0,,,0.9996771466852648,-1.8333333333333333,
,,genEL1719_nan_nan_nan_023_1966_nan_1504_nan,,0.03731343283582089,1.6991441710542114,,0.8393735199797104,-1.8333333333333333,
,,genEL1719_nan_nan_nan_nan_nan_27906_081_8327,,,,261.25,0.9992955834670132,-1.8333333333333333,9.1875
4780.0,3.261,genEL171_10_097_nan_nan_nan_nan_nan_00,,,,,0.8684770560105498,,0.0
111.0,3.182,genEL171_12727_388_nan_nan_nan_nan_nan_00,,,,,0.967194036084465,,0.0
143.0,,genEL171_12727_nan_nan_nan_355_2443_nan_nan,,,4.058515289984736,71.75,0.9968573504703745,,
782.0,,genEL171_3257_nan_nan_nan_154_nan_nan_nan,,,1.5855619624907005,,0.9939671115230028,,
,0.977,genEL171_nan_097_nan_nan_nan_nan_437_nan,,,,,0.9994830278800798,3.677802812112926,
,3.261,genEL171_nan_34_110_nan_nan_nan_1148_nan,3.0,,,,0.9900314701025135,5.1111111111111125,
,,genEL171_nan_nan_656_nan_nan_27906_nan_16654,7.0,,,188.5,0.9983390005955304,,9.1875
,,genEL171_nan_nan_878_00_nan_nan_1326_nan,3.0,0.0,,,0.9972563445267492,-1.8333333333333333,
,,genEL171_nan_nan_878_nan_nan_nan_792_nan,8.0,,,,0.9994162364591996,5.08791150891588,
,,genEL171_nan_nan_nan_nan_1362_3576_nan_1943,,,13.645762420977519,1779.25,0.9944949489119078,,9.1875
1088.75,,genEL1720_10_nan_nan_nan_1563_31382_nan_nan,,,16.11224709939387,325.5,0.9919428711472881,,
4780.0,,genEL1720_12727_nan_nan_nan_nan_nan_1148_24981,,,,,0.9742494037184429,-1.8333333333333333,9.1875
,3.261,genEL1720_nan_00_nan_nan_nan_nan_259_00,,,,,0.8470567436171882,5.1111111111111125,0.0
,2.618,genEL1720_nan_194_nan_nan_154_31382_nan_nan,,,16.11224709939387,325.5,0.8913665140346008,,
